PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF PLAY,OFF STR,PLAY DIR,QTR,TD_SCORED,SAFETY,FUMBLE,INTERCEPTION,TURNOVER,RB,TE,WR
23,o,3,8,0,-27,0.0,6,0,--,1,0,1,0,0,1,0,1,1,0,4
31,o,1,10,1,-36,0.0,0,4,--,0,1,1,0,0,0,0,0,1,1,3
32,o,2,6,1,-40,0.0,0,2,--,0,0,1,0,0,0,0,0,1,0,4
33,o,3,4,1,-42,0.0,0,0,--,0,0,2,0,0,0,0,0,1,0,4
39,o,1,10,1,26,0.0,0,5,--,0,1,2,0,0,0,0,0,1,0,4
40,o,2,5,1,21,0.0,0,2,--,0,1,2,0,0,0,0,0,1,0,4
41,o,3,3,1,19,0.0,0,0,--,0,1,2,0,0,0,0,0,1,0,4
49,o,1,10,1,-47,1.0,3,8,--,2,1,2,0,0,0,0,0,1,0,4
50,o,2,2,1,45,1.0,3,5,--,2,1,2,0,0,0,0,0,1,0,4
51,o,1,10,1,40,0.0,0,1,--,0,0,2,0,0,0,0,0,1,0,4
52,o,2,9,1,39,0.0,0,2,--,2,1,2,0,0,0,0,0,1,0,4
53,o,3,7,1,37,1.0,5,0,--,0,0,2,0,0,0,1,1,1,1,3
58,o,1,10,1,-23,1.0,2,0,--,0,0,2,0,0,0,0,0,1,1,3
59,o,2,10,1,-23,1.0,2,0,--,2,1,2,0,0,0,0,0,1,0,4
60,o,3,10,1,-23,0.0,0,7,--,2,0,2,0,0,0,0,0,1,0,4
70,o,1,10,0,-36,0.0,0,9,--,0,1,3,0,0,0,0,0,1,1,3
71,o,2,1,1,-45,0.0,0,1,--,0,0,3,0,0,0,0,0,1,0,4
72,o,1,10,2,-46,0.0,0,5,--,0,0,3,0,0,0,0,0,1,0,4
73,o,2,5,0,49,0.0,0,15,--,0,0,3,0,0,0,0,0,1,0,4
74,o,1,10,0,34,0.0,0,-1,--,0,1,3,0,0,0,0,0,1,0,4
75,o,2,11,2,35,0.0,0,8,--,0,0,3,0,0,0,0,0,1,1,3
76,o,3,3,0,27,0.0,0,14,--,0,0,3,0,0,0,0,0,1,0,4
77,o,1,10,0,13,0.0,0,2,--,2,1,3,0,0,0,0,0,1,0,4
78,o,2,8,2,11,0.0,6,0,--,0,0,3,0,0,1,0,1,1,1,3
86,o,1,10,1,-36,1.0,2,0,--,--,1,3,0,0,0,0,0,0,0,0
87,o,2,10,1,-36,0.0,0,0,--,0,1,3,0,0,0,0,0,1,0,4
88,o,3,10,1,-36,1.0,3,6,--,2,0,3,0,0,0,0,0,1,0,4
89,o,4,4,2,-42,1.0,2,0,--,0,0,3,0,0,0,0,0,1,0,4
95,o,1,10,0,22,0.0,0,7,--,1,0,3,0,0,0,0,0,1,0,4
97,o,2,3,2,15,0.0,0,-2,--,0,1,4,0,0,0,0,0,1,0,4
98,o,3,5,2,17,1.0,3,13,--,0,0,4,0,0,0,0,0,1,1,3
99,o,1,4,0,4,0.0,0,2,--,0,1,4,0,0,0,0,0,1,0,4
100,o,2,2,0,2,0.0,0,0,--,0,0,4,0,0,0,0,0,1,0,4
101,o,3,2,2,2,0.0,0,1,--,1,1,4,0,0,0,0,0,1,1,3
102,o,4,1,1,1,0.0,0,1,--,1,1,4,1,0,0,0,0,1,2,2
108,o,1,10,0,-47,1.0,2,0,--,0,1,4,0,0,0,0,0,1,0,4
109,o,2,10,0,-47,0.0,0,1,--,0,1,4,0,0,0,0,0,1,0,4
110,o,3,9,2,-48,1.0,3,3,--,1,1,4,0,0,0,0,0,1,0,4
111,o,4,6,1,49,1.0,1,-4,--,2,1,4,0,0,0,0,0,1,0,4
116,o,1,10,2,-43,1.0,2,0,--,2,1,4,0,0,0,0,0,1,0,4
117,o,2,10,2,-43,0.0,0,5,--,1,1,4,0,0,0,0,0,1,0,4
2,o,1,10,1,-42,0.0,0,-2,--,1,0,1,0,0,0,0,0,1,0,4
3,o,2,12,2,-40,0.0,0,7,--,1,0,1,0,0,0,0,0,1,0,4
4,o,3,5,2,-47,0.0,0,13,--,1,1,1,0,0,0,0,0,1,0,4
5,o,1,10,1,40,0.0,0,0,--,1,1,1,0,0,0,0,0,1,0,4
6,o,2,10,1,40,0.0,0,2,--,0,1,1,0,0,0,0,0,1,1,3
7,o,3,8,1,38,0.0,0,2,--,0,0,1,0,0,0,0,0,1,1,3
8,o,4,6,0,36,0.0,0,0,--,1,1,1,0,0,0,0,0,1,0,4
15,o,1,10,1,-16,0.0,0,4,--,--,1,1,0,0,0,0,0,0,0,0
16,o,2,6,1,-20,1.0,1,-5,--,1,0,1,0,0,0,0,0,1,0,4
17,o,3,11,1,-15,1.0,2,0,--,2,1,1,0,0,0,0,0,1,0,4
24,o,1,10,2,-36,1.0,2,0,--,0,1,1,0,0,0,0,0,1,0,4
25,o,2,10,2,-36,0.0,0,2,--,2,1,1,0,0,0,0,0,1,0,4
26,o,3,8,1,-38,0.0,0,4,--,1,0,1,0,0,0,0,0,1,1,3
34,o,1,10,2,-16,0.0,0,3,--,2,0,2,0,0,0,0,0,1,0,4
35,o,2,7,2,-19,0.0,6,0,--,1,1,2,0,0,1,0,1,1,1,3
41,o,1,10,2,-40,0.0,0,-5,--,1,0,2,0,0,0,0,0,1,1,3
42,o,2,15,0,-35,1.0,2,0,--,1,0,2,0,0,0,0,0,1,0,4
43,o,3,15,0,-35,0.0,0,0,--,2,0,2,0,0,0,0,0,1,0,4
45,o,1,10,0,41,,8,-5,--,0,--,2,0,0,0,0,0,1,1,3
46,o,1,15,2,46,1.0,1,-1,--,0,1,2,0,0,0,0,0,1,1,3
47,o,2,16,2,47,1.0,3,6,--,0,0,2,0,0,0,0,0,1,0,4
48,o,3,10,0,41,1.0,2,0,--,1,0,2,0,0,0,0,0,1,0,4
60,o,1,10,0,-35,,8,-5,--,2,--,2,0,0,0,0,0,1,0,4
61,o,1,15,0,-30,0.0,0,5,--,2,0,2,0,0,0,0,0,1,0,4
62,o,2,10,0,-35,1.0,9,11,--,2,0,2,0,0,0,0,0,1,0,4
63,o,1,10,0,-46,1.0,1,-7,--,2,0,2,0,0,0,0,0,1,0,4
64,o,2,17,0,-39,1.0,2,0,--,1,0,2,0,0,0,0,0,1,0,4
65,o,3,17,0,-39,1.0,2,0,--,1,0,2,0,0,0,0,0,1,0,4
66,o,4,17,0,-39,1.0,9,0,--,0,1,2,0,0,0,0,0,1,1,3
78,o,1,10,2,-5,0.0,0,6,--,0,0,3,0,0,0,0,0,2,1,2
79,o,2,4,2,-11,0.0,0,1,--,1,1,3,0,0,0,0,0,1,0,4
80,o,3,3,1,-12,0.0,0,4,--,1,0,3,0,0,0,0,0,1,1,3
81,o,1,10,1,-16,1.0,2,0,--,2,1,3,0,0,0,0,0,1,0,4
82,o,2,10,1,-16,0.0,0,10,--,0,0,3,0,0,0,0,0,1,0,4
83,o,1,10,0,-26,1.0,5,0,--,2,1,3,0,0,0,1,1,1,0,4
95,o,1,10,0,-42,0.0,0,7,--,2,0,3,0,0,0,0,0,1,0,4
96,o,2,3,0,-49,0.0,0,-4,--,1,0,3,0,0,0,0,0,1,1,3
97,o,3,7,0,-45,,8,5,--,1,--,3,0,0,0,0,0,1,0,4
98,o,3,2,0,50,0.0,0,-7,--,1,1,3,0,0,0,0,0,1,0,4
105,o,1,10,2,33,1.0,3,17,--,1,1,4,0,0,0,0,0,1,1,3
106,o,1,10,1,16,0.0,0,11,--,2,0,4,0,0,0,0,0,1,0,4
107,o,1,5,2,5,0.0,0,5,--,0,1,4,1,0,0,0,0,1,0,4
114,o,1,10,1,-31,0.0,0,3,--,0,0,4,0,0,0,0,0,1,0,4
115,o,2,7,0,-34,0.0,0,0,--,0,1,4,0,0,0,0,0,1,0,4
116,o,3,7,1,-34,0.0,0,4,--,0,0,4,0,0,0,0,0,1,0,4
117,o,4,3,2,-38,0.0,0,5,--,0,1,4,0,0,0,0,0,1,0,4
118,o,1,10,2,-43,1.0,3,15,--,0,1,4,0,0,0,0,0,1,0,4
119,o,1,10,1,42,0.0,0,0,--,0,0,4,0,0,0,0,0,1,0,4
120,o,2,10,1,42,0.0,0,2,--,0,1,4,0,0,0,0,0,1,0,4
121,o,3,8,1,40,0.0,0,4,--,0,1,4,0,0,0,0,0,1,0,4
123,o,4,4,1,36,1.0,2,0,--,0,1,4,0,0,0,0,0,1,0,4
2,o,1,10,1,-26,,8,-15,--,2,--,1,0,0,0,0,0,1,1,3
3,o,1,25,1,-11,0.0,0,5,1,2,0,1,0,0,0,0,0,1,1,3
4,o,2,20,0,-16,0.0,0,21,0,2,0,1,0,0,0,0,0,1,1,3
5,o,1,10,0,-37,1.0,1,-1,1,2,1,1,0,0,0,0,0,1,1,3
6,o,2,11,2,-36,1.0,1,-5,11,2,0,1,0,0,0,0,0,1,1,3
7,o,3,16,2,-31,1.0,3,3,5,2,0,1,0,0,0,0,0,1,1,3
19,o,1,10,2,-38,1.0,9,4,8,2,0,1,0,0,0,0,0,1,1,3
20,o,2,6,0,-42,0.0,8,-10,7,0,0,1,0,0,0,0,0,0,0,0
21,o,2,16,0,-32,1.0,2,0,11,2,1,1,0,0,0,0,0,1,1,3
22,o,3,16,0,-32,1.0,3,10,11,0,0,1,0,0,0,0,0,1,0,4
27,o,1,10,2,-31,,8,-15,1,0,--,1,0,0,0,0,0,1,2,2
28,o,1,25,2,-16,0.0,0,2,0,0,0,1,0,0,0,0,0,1,2,2
29,o,2,23,0,-18,1.0,2,0,11,2,1,2,0,0,0,0,0,1,1,3
30,o,3,23,0,-18,1.0,9,6,11,1,0,2,0,0,0,0,0,1,0,4
37,o,1,10,0,50,1.0,9,1,11,1,0,2,0,0,0,0,0,1,0,4
38,o,2,9,0,49,0.0,8,-5,3,2,1,2,0,0,0,0,0,1,1,3
39,o,2,14,0,-46,1.0,2,0,2,0,0,2,0,0,0,0,0,0,0,0
40,o,3,14,0,-46,1.0,1,-1,8,2,0,2,0,0,0,0,0,1,1,3
49,o,1,10,0,-15,0.0,0,2,1,1,1,2,0,0,0,0,0,0,0,0
50,o,2,8,0,-17,0.0,0,10,1,0,0,2,0,0,0,0,0,0,0,0
51,o,1,10,0,-27,0.0,0,-5,3,0,1,2,0,0,0,0,0,1,2,2
52,o,2,15,2,-22,1.0,2,0,11,2,0,2,0,0,0,0,0,1,1,3
53,o,3,15,2,-22,1.0,8,28,11,1,1,2,0,0,0,0,0,1,0,4
54,o,1,10,1,50,0.0,0,1,7,0,1,2,0,0,0,0,0,0,0,0
55,o,2,9,1,49,1.0,8,-5,5,2,0,2,0,0,0,0,0,1,1,3
56,o,2,14,1,-46,1.0,1,-2,11,0,1,2,0,0,0,0,0,1,0,4
57,o,3,16,1,-44,1.0,3,5,11,2,0,2,0,0,0,0,0,1,1,3
67,o,1,10,1,36,1.0,1,-6,11,0,0,2,0,0,0,0,0,1,0,4
79,o,1,10,1,-2,1.0,5,--,11,0,1,3,0,0,0,1,1,1,0,4
83,o,1,10,2,-46,0.0,0,7,1,0,0,3,0,0,0,0,0,1,0,4
84,o,2,3,0,47,0.0,0,4,7,2,1,3,0,0,0,0,0,1,1,3
85,o,1,10,2,43,0.0,0,2,7,0,0,3,0,0,0,0,0,1,0,4
86,o,2,8,2,41,0.0,0,2,0,0,1,3,0,0,0,0,0,1,0,4
87,o,3,6,1,39,1.0,9,0,3,2,0,3,0,0,0,0,0,1,1,3
88,o,4,6,0,39,1.0,1,-9,11,1,1,3,0,0,0,0,0,1,0,4
97,o,1,10,2,-20,0.0,0,40,7,0,0,4,0,0,0,0,0,2,1,2
98,o,1,10,2,40,0.0,0,7,7,2,0,4,0,0,0,0,0,1,1,3
99,o,2,3,0,33,0.0,0,-2,0,2,0,4,0,0,0,0,0,1,1,3
100,o,3,5,0,35,1.0,1,-3,1,2,1,4,0,0,0,0,0,1,1,3
101,o,4,8,2,38,1.0,6,-1,8,2,0,4,0,0,1,0,1,1,1,3
107,o,1,10,2,-25,1.0,2,0,11,2,0,4,0,0,0,0,0,1,1,3
108,o,2,10,2,-25,0.0,0,29,7,2,0,4,0,0,0,0,0,1,1,3
109,o,1,10,2,46,0.0,0,2,7,2,0,4,0,0,0,0,0,1,1,3
110,o,2,8,2,44,0.0,0,10,1,2,1,4,0,0,0,0,0,1,1,3
111,o,1,10,1,34,1.0,1,-2,5,2,0,4,0,0,0,0,0,1,1,3
112,o,2,12,0,36,0.0,0,2,7,2,1,4,0,0,0,0,0,1,1,3
113,o,3,10,0,34,1.0,9,17,11,1,1,4,0,0,0,0,0,1,0,4
114,o,1,10,1,17,0.0,0,2,3,2,0,4,0,0,0,0,0,1,1,3
115,o,2,8,0,15,1.0,2,0,11,2,0,4,0,0,0,0,0,1,1,3
116,o,3,8,0,15,0.0,0,6,7,2,1,4,0,0,0,0,0,1,1,3
117,o,4,2,0,9,0.0,0,0,7,2,1,4,0,0,0,0,0,1,1,3
125,o,1,10,0,34,1.0,2,0,11,2,1,4,0,0,0,0,0,1,1,3
126,o,2,10,0,34,1.0,2,0,11,2,0,4,0,0,0,0,0,1,1,3
127,o,3,10,0,34,1.0,9,0,11,2,1,4,0,0,0,0,0,1,1,3
128,o,4,10,1,34,1.0,2,0,11,0,0,4,0,0,0,0,0,1,1,3
