PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
6,D,1,10,L,-23,Run,Rush,12,Twins Split,--,R,R,--,--,--,--,--,1
7,D,1,10,R,-35,Run,Rush,5,Twins,--,R,R,--,--,--,--,--,1
8,D,2,5,M,-40,Run,Rush,2,Twins,--,R,L,--,--,--,--,--,1
9,D,3,3,L,-42,Run,"Rush, TD",58,Twins,--,L,R,--,--,--,--,--,1
10,K,--,--,M,3,Extra Pt. Block,No Good,--,--,--,--,--,--,--,--,--,--,1
11,K,--,--,M,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,1
12,O,1,10,L,-39,Run,Rush,2,Ace Twins,--,L,L,--,--,--,--,--,1
13,O,2,8,L,-41,Run,Rush,4,Ace Twins,--,R,R,--,--,--,--,--,1
14,O,3,4,R,-45,Run,Rush,-12,Twins Split,--,L,L,--,--,--,--,--,1
15,K,4,16,L,-33,Punt,Return,--,--,--,--,--,--,--,--,--,--,1
16,D,1,10,L,-30,Run,Rush,5,Twins,--,L,R,--,--,--,--,--,1
17,D,2,5,L,-35,Pass,Incomplete,0,Twins,--,R,R,--,--,--,--,--,1
18,D,3,5,M,-35,--,Penalty,5,DOUBLES,--,BAL,--,--,--,--,--,--,1
19,D,1,10,M,-40,Pass,Incomplete,0,Twins,--,L,R,--,--,--,--,--,1
20,D,2,10,M,-40,Run,Rush,1,Twins,--,L,R,--,--,--,--,--,1
21,D,3,9,M,-41,Pass,Complete,24,Trips,--,L,R,--,--,--,--,--,1
22,D,1,10,R,35,Pass,Incomplete,0,Twins,--,L,L,--,--,--,--,--,1
23,D,2,10,R,35,Run,Rush,2,Twins,--,R,L,--,--,--,--,--,1
24,D,3,8,R,33,Pass,Incomplete,0,DOUBLES,--,BAL,L,--,--,--,--,--,1
25,S,4,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1
26,D,4,8,M,33,Run,"Rush, TD",33,DOUBLES,--,BAL,R,--,--,--,--,--,1
27,K,--,--,M,3,Extra Pt. Block,Good,--,--,--,--,--,--,--,--,--,--,1
28,K,--,--,M,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,1
29,O,1,10,M,-40,Pass,Sack,-7,Twins Split,--,L,R,--,--,--,--,--,1
30,O,2,17,R,-33,Pass,Incomplete,0,Trips,--,L,L,--,--,--,--,--,1
31,O,3,17,R,-33,Pass,Complete,13,DOUBLES,--,BAL,R,--,--,--,--,--,1
32,O,4,4,R,-46,Run,Rush,0,TE Trips Wing,--,L,L,--,--,--,--,--,1
33,D,1,10,R,-48,Run,Rush,-23,Twins,--,L,L,--,--,--,--,--,1
34,D,2,33,R,-25,Run,Rush,51,Twins,--,L,L,--,--,--,--,--,1
35,D,1,10,R,24,Pass,Complete,3,Twins,--,L,L,--,--,--,--,--,2
36,D,2,7,L,21,Pass,Incomplete,0,Twins,--,R,R,--,--,--,--,--,2
37,D,3,7,L,21,Pass,Complete,14,Twins,--,R,L,--,--,--,--,--,2
38,D,1,7,L,7,Run,Rush,3,Twins,--,L,R,--,--,--,--,--,2
39,D,2,4,R,4,Run,Rush,2,Twins,--,R,R,--,--,--,--,--,2
40,D,3,2,R,2,Run,Rush,-1,DOUBLES,--,BAL,L,--,--,--,--,--,2
41,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2
42,D,4,3,R,3,Pass,Incomplete,0,DOUBLES,--,BAL,L,--,--,--,--,--,2
43,O,1,10,M,-3,Run,Rush,3,Twins,--,L,R,--,--,--,--,--,2
44,O,2,7,M,-6,Run,Rush,3,Twins,--,L,R,--,--,--,--,--,2
45,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2
46,O,3,4,M,-9,Run,Rush,2,Twins,--,L,R,--,--,--,--,--,2
47,K,4,2,R,-11,Punt,Return,--,--,--,--,--,--,--,--,--,--,2
48,D,1,10,R,26,Pass,Incomplete,0,Twins,--,L,L,--,--,--,--,--,2
49,D,2,10,R,26,Run,Rush,7,Twins,--,L,L,--,--,--,--,--,2
50,D,3,3,L,19,Run,Rush,0,Twins,--,L,L,--,--,--,--,--,2
51,D,4,3,L,19,Pass,Incomplete,0,Twins,--,R,R,--,--,--,--,--,2
52,O,1,10,R,-19,Run,Rush,-1,Ace Twins,--,L,R,--,--,--,--,--,2
53,O,2,11,R,-18,Run,"Rush, TD",82,Trips,--,L,L,--,--,--,--,--,2
54,K,--,--,L,3,2 Pt.,Good,--,--,--,--,R,--,--,--,--,--,2
55,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,2
56,D,1,10,L,-33,Run,Rush,9,Twins,--,R,L,--,--,--,--,--,2
57,D,2,1,L,-42,Run,Rush,5,Twins,--,R,L,--,--,--,--,--,2
58,D,1,10,L,-47,Run,Rush,4,Twins,--,L,R,--,--,--,--,--,2
59,D,2,6,L,49,Pass,Complete,9,Twins,--,R,R,--,--,--,--,--,2
60,D,1,10,R,40,Pass,Scramble,3,DOUBLES,--,BAL,L,--,--,--,--,--,2
61,D,2,7,M,37,--,Penalty,-5,Twins,--,R,--,--,--,--,--,--,2
62,D,2,12,M,42,Pass,Scramble,13,Twins,--,L,L,--,--,--,--,--,2
63,D,1,10,L,29,Run,Rush,6,Twins,--,R,L,--,--,--,--,--,2
64,D,2,4,L,23,Pass,Incomplete,0,DOUBLES,--,BAL,R,--,--,--,--,--,2
65,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2
66,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2
68,K,--,--,M,3,Extra Pt. Block,Good,--,--,--,--,--,--,--,--,--,--,2
69,K,--,--,M,-40,KO Rec,Out of Bounds,--,--,--,--,--,--,--,--,--,--,2
70,O,1,10,L,-35,Pass,Complete,0,Trips Pinch,--,R,R,--,--,--,--,--,2
71,K,--,--,M,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,3
72,D,1,10,M,-30,Run,Rush,8,Twins,--,R,R,--,--,--,--,--,3
73,D,2,2,M,-38,Run,Rush,5,Twins,--,R,L,--,--,--,--,--,3
74,D,1,10,M,-43,Run,Rush,17,Twins,--,R,R,--,--,--,--,--,3
75,D,1,10,R,40,Pass,Penalty,-16,Twins,--,R,R,--,--,--,--,--,3
76,D,1,26,R,-44,Pass,Complete,22,Twins,--,L,L,--,--,--,--,--,3
77,D,2,4,L,34,Run,Rush,5,Twins,--,R,R,--,--,--,--,--,3
78,D,1,10,M,29,Run,Rush,9,Twins,--,L,R,--,--,--,--,--,3
79,D,2,1,R,20,Pass,Incomplete,0,Twins,--,L,L,--,--,--,--,--,3
80,D,3,1,R,20,Run,Rush,5,Twins,--,L,R,--,--,--,--,--,3
81,D,1,10,M,15,Run,Rush,3,Twins,--,L,R,--,--,--,--,--,3
82,D,2,7,R,12,Run,Rush,-5,Twins,--,L,R,--,--,--,--,--,3
83,D,3,12,R,17,Pass,Incomplete,0,DOUBLES,--,BAL,L,--,--,--,--,--,3
84,D,4,12,R,17,Pass,Incomplete,0,DOUBLES,--,BAL,L,--,--,--,--,--,3
85,O,1,10,L,-17,Run,Rush,4,Ace Twins,--,R,L,--,--,--,--,--,3
86,O,2,6,L,-21,Run,Rush,-9,PRO,--,R,L,--,--,--,--,--,3
87,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3
88,O,3,15,L,-12,Pass,Complete,12,Trips,--,R,R,--,--,--,--,--,3
89,K,4,3,M,-24,Punt,Downed,--,--,--,--,--,--,--,--,--,--,3
90,D,1,10,R,-40,Pass,Incomplete,0,Twins,--,L,R,--,--,--,--,--,3
91,D,2,10,R,-40,Run,Rush,0,Twins,--,L,L,--,--,--,--,--,3
92,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3
93,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3
94,O,1,10,R,-20,Pass,Complete,17,Trips,--,L,L,--,--,--,--,--,3
95,O,1,10,L,-37,Run,Rush,3,Twins Split,--,R,L,--,--,--,--,--,3
96,O,2,7,L,-40,Pass,Complete,4,Ace Twins,--,R,R,--,--,--,--,--,3
97,O,3,3,R,-44,Run,Rush,7,PRO,--,R,L,--,--,--,--,--,3
98,O,1,10,L,49,Pass,Complete,12,Trips,--,R,R,--,--,--,--,--,3
99,O,1,10,R,37,Run,Rush,-3,TE Trips Wing,--,L,L,--,--,--,--,--,3
100,O,2,13,L,40,Pass,Incomplete,0,TE Trips Split,--,R,R,--,--,--,--,--,4
101,O,3,13,L,40,Pass,Incomplete,0,Trips,--,R,L,--,--,--,--,--,4
102,O,4,13,L,40,Pass,Incomplete,0,Trips,--,R,L,--,--,--,--,--,4
103,D,1,10,R,-40,Run,Rush,0,Twins,--,R,R,--,--,--,--,--,4
104,D,2,10,R,-40,Run,Rush,11,Twins,--,R,L,--,--,--,--,--,4
105,D,1,10,M,49,Run,Rush,0,Twins,--,R,L,--,--,--,--,--,4
106,D,2,10,L,49,Run,Rush,-9,Twins,--,R,L,--,--,--,--,--,4
107,D,3,19,R,-42,Pass,Complete,37,DOUBLES,--,BAL,R,--,--,--,--,--,4
108,D,1,10,R,21,Pass,Penalty,-5,DOUBLES,--,BAL,L,--,--,--,--,--,4
109,D,1,15,M,26,Run,Rush,1,Twins,--,R,L,--,--,--,--,--,4
110,D,2,14,M,25,Pass,Complete,0,DOUBLES,--,BAL,L,--,--,--,--,--,4
112,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4
114,O,1,10,L,-7,Pass,Incomplete,0,Trips,--,R,R,--,--,--,--,--,4
115,O,2,10,M,-7,Run,Rush,-3,Trips,--,R,L,--,--,--,--,--,4
116,O,3,13,M,-4,Pass,Complete,12,Trips,--,R,L,--,--,--,--,--,4
117,O,4,1,L,-16,Pass,Incomplete,0,Trips,--,R,R,--,--,--,--,--,4
118,D,1,10,R,16,Run,Penalty,4,Twins,--,R,L,--,--,--,--,--,4
119,D,1,6,M,12,Run,Rush,3,Twins,--,L,R,--,--,--,--,--,4
120,D,2,2,M,9,Run,Rush,-1,Twins,--,L,R,--,--,--,--,--,4
121,D,3,3,M,10,Run,Rush,-12,Twins,--,L,R,--,--,--,--,--,4
122,D,4,15,R,22,Pass,Incomplete,0,Twins,--,L,L,--,--,--,--,--,4
123,O,1,10,L,-22,Pass,Complete,35,Trips,--,R,R,--,--,--,--,--,4
124,O,1,10,L,43,Pass,Penalty,-15,DOUBLES,--,BAL,L,--,--,--,--,--,4
125,O,1,25,L,-42,Run,Rush,25,Trips,--,R,R,--,--,--,--,--,4
126,O,1,10,L,33,Pass,Interception,16,TE Trips Split,--,R,R,--,--,--,--,--,4
127,O,1,10,M,17,Run,Rush,5,Trips,--,R,R,--,--,--,--,--,4
128,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4
129,O,3,10,R,12,Pass,"Complete, TD",12,DOUBLES,--,BAL,L,--,--,--,--,--,4
130,K,--,--,M,3,Extra Pt.,No Good,--,--,--,--,--,--,--,--,--,--,4
131,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4
132,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,4
133,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4
1,K,--,--,R,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,1
2,O,1,10,L,-35,Pass,Incomplete,0,DOUBLES,--,BAL,L,--,--,--,--,--,1
3,O,2,10,L,-35,Run,Rush,4,TE Trips Wing,--,R,R,--,--,--,--,--,1
4,O,3,6,M,-39,Run,Rush,0,LIZ,--,R,L,--,--,--,--,--,1
5,K,4,6,M,-39,Punt,Downed,--,--,--,--,--,--,--,--,--,--,1
6,D,1,10,M,42,Run,Rush,18,Doubles Wing,--,R,R,--,--,--,--,--,1
7,D,1,10,R,24,Run,Rush,12,Doubles Wing,--,L,R,--,--,--,--,--,1
8,D,1,10,R,12,Run,"Rush, TD",12,Doubles Wing,--,R,R,--,--,--,--,--,1
9,K,--,--,M,3,2 Pt. Defend,No Good,--,--,--,--,R,--,--,--,--,--,1
10,K,--,--,R,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,1
11,O,1,10,L,-25,Run,Rush,5,Trips,--,R,R,--,--,--,--,--,1
12,O,2,5,L,-30,Run,Fumble,0,Twins Split,--,R,R,--,--,--,--,--,1
13,D,1,10,R,30,Run,Rush,3,Twins Split,--,L,L,--,--,--,--,--,1
14,D,2,7,R,27,Run,Rush,-3,Twins Split,--,L,L,--,--,--,--,--,1
15,D,3,10,M,30,Pass,Incomplete,0,DOUBLES,--,BAL,R,--,--,--,--,--,1
16,D,4,10,M,30,Pass,Complete,0,Twins Split,--,R,L,--,--,--,--,--,1
17,O,1,10,R,-21,Run,Rush,27,Twins Split,--,R,L,--,--,--,--,--,1
18,O,1,10,L,-48,Run,Rush,4,LIZ,--,L,R,--,--,--,--,--,1
19,O,2,6,R,48,Run,Rush,15,Twins Split,--,R,R,--,--,--,--,--,1
20,O,1,10,R,33,Run,Rush,14,TE Trips Wing,--,R,L,--,--,--,--,--,1
21,O,1,10,L,19,Run,Rush,-1,TE Trips Wing,--,L,R,--,--,--,--,--,1
22,O,2,11,M,20,Run,Rush,11,DOUBLES,--,BAL,R,--,--,--,--,--,1
23,O,1,9,R,9,Run,Rush,2,DOUBLES,--,BAL,R,--,--,--,--,--,1
24,O,2,7,R,7,Run,"Rush, TD",7,TE Trips Wing,--,R,R,--,--,--,--,--,1
25,K,--,--,M,3,Extra Pt.,Good,--,--,--,--,--,--,--,--,--,--,1
26,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,1
27,D,1,10,M,-23,Run,Rush,6,Twins Split,--,R,R,--,--,--,--,--,1
28,D,2,4,M,-29,Run,Rush,2,Twins Split,--,L,L,--,--,--,--,--,1
29,D,3,2,M,-31,Pass,Scramble,7,Doubles Wing,--,R,R,--,--,--,--,--,1
30,D,1,10,R,-38,Run,Rush,2,Twins Split,--,L,L,--,--,--,--,--,1
31,D,2,8,R,-40,Pass,Complete,5,Twins Split,--,R,L,--,--,--,--,--,1
32,D,3,3,L,-45,Run,Rush,2,Twins Split,--,R,R,--,--,--,--,--,1
33,D,4,1,L,-47,Run,Rush,0,Twins Split,--,L,L,--,--,--,--,--,1
34,O,1,10,L,46,Run,Rush,7,Twins Split,--,L,R,--,--,--,--,--,1
35,O,2,3,R,39,Run,Rush,3,PRO,--,L,R,--,--,--,--,--,1
36,O,1,10,R,36,Run,Rush,5,TE Trips Wing,--,R,L,--,--,--,--,--,2
37,O,2,5,R,31,Run,Rush,-1,DOUBLES,--,BAL,R,--,--,--,--,--,2
38,O,3,6,R,32,Run,Rush,24,DOUBLES,--,BAL,L,--,--,--,--,--,2
39,O,1,8,R,8,Run,Penalty,-12,Ace Twins,--,R,L,--,--,--,--,--,2
40,O,2,20,R,20,Pass,Incomplete,0,Trips,--,L,R,--,--,--,--,--,2
41,O,3,20,R,20,Pass,Scramble,9,Trips Pinch,--,L,R,--,--,--,--,--,2
42,O,4,11,R,11,Pass,Interception,0,LIZ,--,R,R,--,--,--,--,--,2
43,D,1,10,R,-35,Pass,Complete,-6,Trips,--,L,L,--,--,--,--,--,2
44,D,2,16,L,-29,Pass,Incomplete,15,Trips,--,R,L,--,--,--,--,--,2
45,D,2,1,L,-44,Pass,Incomplete,0,Trips,--,R,L,--,--,--,--,--,2
46,D,3,1,L,-44,Run,Rush,-2,Ace Twins,--,R,R,--,--,--,--,--,2
47,D,4,3,M,-42,--,Timeout,0,--,--,--,--,--,--,--,--,--,2
48,K,4,3,M,-42,Punt Rec,Return,--,--,--,--,--,--,--,--,--,--,2
49,O,1,10,L,6,Run,"Rush, TD",6,PRO,--,R,L,--,--,--,--,--,2
50,K,--,--,M,3,Extra Pt.,Good,--,--,--,--,--,--,--,--,--,--,2
51,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,2
52,D,1,10,L,-23,Run,Rush,2,Twins Split,--,R,R,--,--,--,--,--,2
53,D,2,8,L,-25,Pass,Incomplete,0,Doubles Wing,--,R,R,--,--,--,--,--,2
54,D,3,8,L,-25,Pass,Interception,0,DOUBLES,--,BAL,L,--,--,--,--,--,2
55,O,1,4,L,4,--,Timeout,0,--,--,--,--,--,--,--,--,--,2
56,O,1,4,L,4,Run,"Rush, TD",4,PRO,--,L,L,--,--,--,--,--,2
57,K,--,--,M,3,Extra Pt.,Good,--,--,--,--,--,--,--,--,--,--,2
58,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,2
59,D,1,10,L,-26,Pass,Complete,54,Twins Split,--,R,L,--,--,--,--,--,2
60,D,1,10,L,20,Run,Rush,0,Twins Split,--,R,R,--,--,--,--,--,2
